###Data
Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,83.680000,85.059998,82.239998,84.169998,79.607048,421926000
2017-12-01,83.599998,87.500000,80.699997,85.540001,81.309097,466203300
2018-01-01,86.129997,95.449997,85.500000,95.010002,90.310707,574258400
2018-02-01,94.790001,96.070000,83.830002,93.769997,89.132042,725663300
2018-03-01,93.989998,97.239998,87.080002,91.269997,87.163223,750754800
2018-04-01,90.470001,97.900002,87.510002,93.519997,89.311958,668130700
2018-05-01,93.209999,99.989998,92.449997,98.839996,94.392593,509417900
2018-06-01,99.279999,102.690002,97.260002,98.610001,94.581131,602585200
2018-07-01,98.099998,111.150002,98.000000,106.080002,101.745926,569352300
2018-08-01,106.029999,112.779999,104.839996,112.330002,107.740578,456628100
2018-09-01,110.849998,115.290001,107.230003,114.370003,110.119370,480255500
2018-10-01,114.750000,116.180000,100.110001,106.809998,102.840332,927548000
2018-11-01,107.050003,112.239998,99.349998,110.889999,106.768700,720228600
2018-12-01,113.000000,113.419998,93.959999,101.570000,98.217567,944314600
2019-01-01,99.550003,107.900002,97.199997,104.430000,100.983170,714212800
2019-02-01,103.779999,113.239998,102.349998,112.029999,108.332321,469095900
2019-03-01,112.889999,120.820000,108.800003,117.940002,114.534325,589095800
2019-04-01,118.949997,131.369995,118.099998,130.600006,126.828758,433157700
2019-05-01,130.529999,130.649994,123.040001,123.680000,120.108566,547218800
2019-06-01,123.849998,138.399994,119.010002,133.960007,130.573288,508324300
2019-07-01,136.630005,141.679993,134.669998,136.270004,132.824921,484079900
2019-08-01,137.000000,140.940002,130.779999,137.860001,134.374680,584482000
2019-09-01,136.610001,142.369995,134.509995,139.029999,135.966354,472544800
2019-10-01,139.660004,145.669998,133.220001,143.369995,140.210724,549523400
2019-11-01,144.259995,152.500000,142.970001,151.380005,148.044250,392371800
2019-12-01,151.809998,159.550003,146.649994,157.699997,154.749725,450303300
2020-01-01,158.779999,174.050003,156.509995,170.229996,167.045334,558530000
2020-02-01,170.429993,190.699997,152.000000,162.009995,158.979111,887522300
2020-03-01,165.309998,175.000000,132.520004,157.710007,155.182266,1612695500
2020-04-01,153.000000,180.399994,150.360001,179.210007,176.337646,984705000
2020-05-01,175.800003,187.509995,173.800003,183.250000,180.312927,688845000
2020-06-01,182.539993,204.399994,181.350006,203.509995,200.805878,764965400
2020-07-01,203.139999,216.380005,197.509995,205.009995,202.285965,770190800
2020-08-01,211.520004,231.149994,203.139999,225.529999,222.533310,692423900
2020-09-01,225.509995,232.860001,196.250000,210.330002,208.036972,768176300
2020-10-01,213.490005,225.210007,199.619995,202.470001,200.262634,631618000
2020-11-01,204.289993,228.119995,200.119995,214.070007,211.736176,573443000
2020-12-01,214.509995,227.179993,209.110001,222.419998,220.571106,594761700
2021-01-01,222.529999,242.639999,211.940002,231.960007,230.031815,648076400
2021-02-01,235.059998,246.130005,227.880005,232.380005,230.448318,490962200
2021-03-01,235.899994,241.050003,224.259995,235.770004,234.348633,724945800
2021-04-01,238.470001,263.190002,238.050003,252.179993,250.659698,568661600
2021-05-01,253.399994,254.350006,238.070007,249.679993,248.174759,495084900
2021-06-01,251.229996,271.649994,243.000000,270.899994,269.888611,508572200
2021-07-01,269.609985,290.149994,269.600006,284.910004,283.846313,522668800
2021-08-01,286.359985,305.839996,283.739990,301.880005,300.752960,441257000
2021-09-01,302.869995,305.320007,281.619995,281.920013,281.405182,502886900
2021-10-01,282.119995,332.000000,280.250000,331.619995,331.014404,516479200
2021-11-01,331.359985,349.670013,326.369995,330.589996,329.986298,509870100
2021-12-01,335.130005,344.299988,317.250000,336.320007,336.320007,625633000
2022-01-01,335.350006,338.000000,276.049988,288.489990,288.489990,706801900
2022-01-26,307.984985,308.500000,293.029999,296.709991,296.709991,90428853
***************************************************************************
